Temperature,Humidity,Wind,Outlook,Play
17.3,65,0,rainy,0
17.3,65,0,rainy,0
17.3,65,0,rainy,0
17.3,65,0,rainy,0
17.3,65,0,rainy,0
17.6,64,0,rainy,0
17.6,64,0,rainy,1
17.6,64,0,rainy,0
17.6,64,0,rainy,0
17.6,64,0,rainy,0
17.6,64,0,rainy,0
17.6,64,0,rainy,0
18.7,73,1,overcast,0
18.7,73,1,overcast,0
18.7,73,1,overcast,0
18.7,73,1,overcast,0
18.7,73,1,overcast,0
18.7,73,1,overcast,0
18.7,73,1,overcast,0
18.4,62,1,rainy,0
18.4,62,1,rainy,0
18.4,62,1,rainy,0
18.4,62,1,rainy,0
18.4,62,1,rainy,0
18.4,62,1,rainy,0
18.4,62,1,rainy,0
17.8,57,0,overcast,0
17.8,57,0,overcast,0
17.8,57,0,overcast,1
17.8,57,0,overcast,0
17.8,57,0,overcast,0
17.8,57,0,overcast,0
17.8,57,0,overcast,0
16.9,68,0,overcast,0
16.9,68,0,overcast,0
16.9,68,0,overcast,0
16.9,68,0,overcast,0
16.9,68,0,overcast,0
16.9,68,0,overcast,0
16.9,68,0,overcast,0
16,58,0,sunny,1
16,58,0,sunny,0
16,58,0,sunny,1
16,58,0,sunny,0
16,58,0,sunny,0
16,58,0,sunny,0
16,58,0,sunny,0
17.6,64,0,overcast,1
17.6,64,0,overcast,1
17.6,64,0,overcast,1
17.6,64,0,overcast,1
17.6,64,0,overcast,0
17.6,64,0,overcast,1
17.6,64,0,overcast,0
18.9,64,0,overcast,1
18.9,64,0,overcast,1
18.9,64,0,overcast,1
18.9,64,0,overcast,0
18.9,64,0,overcast,0
18.9,64,0,overcast,0
18.9,64,0,overcast,0
19.7,65,1,rainy,0
19.7,65,1,rainy,1
19.7,65,1,rainy,0
19.7,65,1,rainy,0
19.7,65,1,rainy,0
19.7,65,1,rainy,0
19.7,65,1,rainy,0
20.4,73,1,sunny,0
20.4,73,1,sunny,0
20.4,73,1,sunny,0
20.4,73,1,sunny,0
20.4,73,1,sunny,0
20.4,73,1,sunny,0
20.4,73,1,sunny,0
20.1,56,0,overcast,0
20.1,56,0,overcast,0
20.1,56,0,overcast,1
20.1,56,0,overcast,0
20.1,56,0,overcast,0
20.1,56,0,overcast,0
20.1,56,0,overcast,0
18,59,1,sunny,0
18,59,1,sunny,0
18,59,1,sunny,0
18,59,1,sunny,0
18,59,1,sunny,0
18,59,1,sunny,0
18,59,1,sunny,0
16.2,45,1,sunny,1
16.2,45,1,sunny,0
16.2,45,1,sunny,0
16.2,45,1,sunny,0
16.2,45,1,sunny,0
16.2,45,1,sunny,0
16.2,45,1,sunny,0
12.8,60,0,overcast,1
12.8,60,0,overcast,1
12.8,60,0,overcast,1
12.8,60,0,overcast,0
12.8,60,0,overcast,0
12.8,60,0,overcast,0
12.8,60,0,overcast,0
11.3,52,0,overcast,1
11.3,52,0,overcast,1
11.3,52,0,overcast,1
11.3,52,0,overcast,0
11.3,52,0,overcast,0
11.3,52,0,overcast,0
11.3,52,0,overcast,0
10.7,60,0,overcast,0
10.7,60,0,overcast,0
10.7,60,0,overcast,1
10.7,60,0,overcast,0
10.7,60,0,overcast,0
10.7,60,0,overcast,0
10.7,60,0,overcast,0
12.1,64,1,rainy,0
12.1,64,1,rainy,1
12.1,64,1,rainy,0
12.1,64,1,rainy,0
12.1,64,1,rainy,0
12.1,64,1,rainy,0
12.1,64,1,rainy,0
13.5,55,1,sunny,1
13.5,55,1,sunny,1
13.5,55,1,sunny,1
13.5,55,1,sunny,1
13.5,55,1,sunny,1
13.5,55,1,sunny,0
13.5,55,1,sunny,0
13.5,51,0,sunny,1
13.5,51,0,sunny,1
13.5,51,0,sunny,1
13.5,51,0,sunny,0
13.5,51,0,sunny,1
13.5,51,0,sunny,0
13.5,51,0,sunny,0
11.7,62,1,rainy,0
11.7,62,1,rainy,1
11.7,62,1,rainy,0
11.7,62,1,rainy,0
11.7,62,1,rainy,0
11.7,62,1,rainy,0
11.7,62,1,rainy,0
9,58,0,sunny,1
9,58,0,sunny,1
9,58,0,sunny,1
9,58,0,sunny,0
9,58,0,sunny,1
9,58,0,sunny,0
9,58,0,sunny,0
8.3,52,1,overcast,0
8.3,52,1,overcast,1
8.3,52,1,overcast,1
8.3,52,1,overcast,1
8.3,52,1,overcast,0
8.3,52,1,overcast,0
8.3,52,1,overcast,0
10.4,56,1,sunny,0
10.4,56,1,sunny,0
10.4,56,1,sunny,0
10.4,56,1,sunny,0
10.4,56,1,sunny,0
10.4,56,1,sunny,0
10.4,56,1,sunny,0
12.1,52,1,sunny,0
12.1,52,1,sunny,0
12.1,52,1,sunny,0
12.1,52,1,sunny,0
12.1,52,1,sunny,1
12.1,52,1,sunny,0
12.1,52,1,sunny,0
12.6,54,0,overcast,0
12.6,54,0,overcast,0
12.6,54,0,overcast,1
12.6,54,0,overcast,0
12.6,54,0,overcast,0
12.6,54,0,overcast,0
12.6,54,0,overcast,0
11,42,1,sunny,0
11,42,1,sunny,0
11,42,1,sunny,0
11,42,1,sunny,0
11,42,1,sunny,1
11,42,1,sunny,0
11,42,1,sunny,0
9.7,59,1,sunny,0
9.7,59,1,sunny,0
9.7,59,1,sunny,0
9.7,59,1,sunny,0
9.7,59,1,sunny,0
9.7,59,1,sunny,0
9.7,59,1,sunny,0
9.7,54,1,sunny,0
9.7,54,1,sunny,0
9.7,54,1,sunny,0
9.7,54,1,sunny,0
9.7,54,1,sunny,0
9.7,54,1,sunny,0
9.7,54,1,sunny,0
10.7,68,1,rainy,0
10.7,68,1,rainy,1
10.7,68,1,rainy,0
10.7,68,1,rainy,1
10.7,68,1,rainy,0
10.7,68,1,rainy,0
10.7,68,1,rainy,0
11.8,50,0,overcast,1
11.8,50,0,overcast,0
11.8,50,0,overcast,1
11.8,50,0,overcast,0
11.8,50,0,overcast,0
11.8,50,0,overcast,0
11.8,50,0,overcast,0
11.3,48,1,sunny,0
11.3,48,1,sunny,0
11.3,48,1,sunny,0
11.3,48,1,sunny,0
11.3,48,1,sunny,1
11.3,48,1,sunny,0
11.3,48,1,sunny,0
10.4,60,1,overcast,0
10.4,60,1,overcast,0
10.4,60,1,overcast,0
10.4,60,1,overcast,0
10.4,60,1,overcast,0
10.4,60,1,overcast,0
10.4,60,1,overcast,0
8.7,49,1,overcast,0
8.7,49,1,overcast,0
8.7,49,1,overcast,0
8.7,49,1,overcast,0
8.7,49,1,overcast,0
8.7,49,1,overcast,0
8.7,49,1,overcast,0
7.6,68,1,overcast,0
7.6,68,1,overcast,1
7.6,68,1,overcast,0
7.6,68,1,overcast,1
7.6,68,1,overcast,0
7.6,68,1,overcast,0
7.6,68,1,overcast,0
8.6,62,1,sunny,0
8.6,62,1,sunny,0
8.6,62,1,sunny,0
8.6,62,1,sunny,0
8.6,62,1,sunny,0
8.6,62,1,sunny,0
8.6,62,1,sunny,0
10.8,69,1,sunny,0
10.8,69,1,sunny,0
10.8,69,1,sunny,0
10.8,69,1,sunny,0
10.8,69,1,sunny,0
10.8,69,1,sunny,0
10.8,69,1,sunny,0
12.7,65,1,rainy,0
12.7,65,1,rainy,0
12.7,65,1,rainy,0
12.7,65,1,rainy,0
12.7,65,1,rainy,0
12.7,65,1,rainy,0
12.7,65,1,rainy,0
12.4,69,1,overcast,0
12.4,69,1,overcast,1
12.4,69,1,overcast,0
12.4,69,1,overcast,1
12.4,69,1,overcast,0
12.4,69,1,overcast,0
12.4,69,1,overcast,0
11,62,1,rainy,0
11,62,1,rainy,0
11,62,1,rainy,0
11,62,1,rainy,0
11,62,1,rainy,0
11,62,1,rainy,0
11,62,1,rainy,0
9.6,59,0,overcast,0
9.6,59,0,overcast,1
9.6,59,0,overcast,1
9.6,59,0,overcast,0
9.6,59,0,overcast,0
9.6,59,0,overcast,0
9.6,59,0,overcast,0
9.9,62,1,rainy,0
9.9,62,1,rainy,1
9.9,62,1,rainy,0
9.9,62,1,rainy,0
9.9,62,1,rainy,0
9.9,62,1,rainy,0
9.9,62,1,rainy,0
10.7,70,0,sunny,1
10.7,70,0,sunny,1
10.7,70,0,sunny,1
10.7,70,0,sunny,0
10.7,70,0,sunny,1
10.7,70,0,sunny,0
10.7,70,0,sunny,0
11.2,43,1,sunny,1
11.2,43,1,sunny,0
11.2,43,1,sunny,0
11.2,43,1,sunny,0
11.2,43,1,sunny,0
11.2,43,1,sunny,0
11.2,43,1,sunny,0
11.4,65,1,rainy,0
11.4,65,1,rainy,0
11.4,65,1,rainy,0
11.4,65,1,rainy,0
11.4,65,1,rainy,0
11.4,65,1,rainy,0
11.4,65,1,rainy,0
10.3,60,0,sunny,1
10.3,60,0,sunny,0
10.3,60,0,sunny,1
10.3,60,0,sunny,0
10.3,60,0,sunny,1
10.3,60,0,sunny,0
10.3,60,0,sunny,0
9.8,66,1,sunny,0
9.8,66,1,sunny,0
9.8,66,1,sunny,0
9.8,66,1,sunny,0
9.8,66,1,sunny,1
9.8,66,1,sunny,0
9.8,66,1,sunny,0
7.8,36,1,sunny,0
7.8,36,1,sunny,0
7.8,36,1,sunny,0
7.8,36,1,sunny,0
7.8,36,1,sunny,0
7.8,36,1,sunny,0
7.8,36,1,sunny,0
6.6,52,1,overcast,0
6.6,52,1,overcast,1
6.6,52,1,overcast,0
6.6,52,1,overcast,1
6.6,52,1,overcast,0
6.6,52,1,overcast,0
6.6,52,1,overcast,0
6.6,52,1,sunny,0
6.6,52,1,sunny,0
6.6,52,1,sunny,0
6.6,52,1,sunny,0
6.6,52,1,sunny,0
6.6,52,1,sunny,0
6.6,52,1,sunny,0
7.6,35,0,overcast,1
7.6,35,0,overcast,1
7.6,35,0,overcast,1
7.6,35,0,overcast,0
7.6,35,0,overcast,0
7.6,35,0,overcast,0
7.6,35,0,overcast,0
8,45,0,sunny,1
8,45,0,sunny,0
8,45,0,sunny,1
8,45,0,sunny,0
8,45,0,sunny,1
8,45,0,sunny,0
8,45,0,sunny,0
5.1,49,1,sunny,0
5.1,49,1,sunny,0
5.1,49,1,sunny,0
5.1,49,1,sunny,0
5.1,49,1,sunny,0
5.1,49,1,sunny,0
5.1,49,1,sunny,0
3.2,46,1,overcast,0
3.2,46,1,overcast,0
3.2,46,1,overcast,0
3.2,46,1,overcast,0
3.2,46,1,overcast,0
3.2,46,1,overcast,0
3.2,46,1,overcast,0
2.5,28,0,overcast,0
2.5,28,0,overcast,0
2.5,28,0,overcast,1
2.5,28,0,overcast,0
2.5,28,0,overcast,0
2.5,28,0,overcast,0
2.5,28,0,overcast,0
3.9,60,0,overcast,0
3.9,60,0,overcast,0
3.9,60,0,overcast,0
3.9,60,0,overcast,0
3.9,60,0,overcast,0
3.9,60,0,overcast,0
3.9,60,0,overcast,0
6.4,44,1,overcast,0
6.4,44,1,overcast,1
6.4,44,1,overcast,0
6.4,44,1,overcast,1
6.4,44,1,overcast,0
6.4,44,1,overcast,0
6.4,44,1,overcast,0
8.3,39,1,sunny,1
8.3,39,1,sunny,0
8.3,39,1,sunny,0
8.3,39,1,sunny,1
8.3,39,1,sunny,1
8.3,39,1,sunny,0
8.3,39,1,sunny,0
8.7,39,1,sunny,0
8.7,39,1,sunny,0
8.7,39,1,sunny,0
8.7,39,1,sunny,0
8.7,39,1,sunny,0
8.7,39,1,sunny,0
8.7,39,1,sunny,0
8.5,48,0,sunny,1
8.5,48,0,sunny,0
8.5,48,0,sunny,0
8.5,48,0,sunny,0
8.5,48,0,sunny,1
8.5,48,0,sunny,0
8.5,48,0,sunny,0
7.8,64,1,rainy,0
7.8,64,1,rainy,0
7.8,64,1,rainy,0
7.8,64,1,rainy,0
7.8,64,1,rainy,0
7.8,64,1,rainy,0
7.8,64,1,rainy,0
6.7,50,0,overcast,1
6.7,50,0,overcast,0
6.7,50,0,overcast,1
6.7,50,0,overcast,0
6.7,50,0,overcast,0
6.7,50,0,overcast,0
6.7,50,0,overcast,0
7.1,55,1,overcast,0
7.1,55,1,overcast,1
7.1,55,1,overcast,0
7.1,55,1,overcast,1
7.1,55,1,overcast,0
7.1,55,1,overcast,0
7.1,55,1,overcast,0
6.6,56,1,sunny,0
6.6,56,1,sunny,0
6.6,56,1,sunny,0
6.6,56,1,sunny,0
6.6,56,1,sunny,0
6.6,56,1,sunny,0
6.6,56,1,sunny,0
4.9,57,1,overcast,0
4.9,57,1,overcast,1
4.9,57,1,overcast,0
4.9,57,1,overcast,1
4.9,57,1,overcast,0
4.9,57,1,overcast,0
4.9,57,1,overcast,0
3.3,50,0,overcast,0
3.3,50,0,overcast,0
3.3,50,0,overcast,0
3.3,50,0,overcast,0
3.3,50,0,overcast,0
3.3,50,0,overcast,0
3.3,50,0,overcast,0
2.7,68,0,sunny,0
2.7,68,0,sunny,0
2.7,68,0,sunny,0
2.7,68,0,sunny,0
2.7,68,0,sunny,1
2.7,68,0,sunny,0
2.7,68,0,sunny,0
3.8,50,1,sunny,0
3.8,50,1,sunny,0
3.8,50,1,sunny,0
3.8,50,1,sunny,0
3.8,50,1,sunny,1
3.8,50,1,sunny,0
3.8,50,1,sunny,0
4.5,43,1,sunny,0
4.5,43,1,sunny,0
4.5,43,1,sunny,0
4.5,43,1,sunny,0
4.5,43,1,sunny,1
4.5,43,1,sunny,0
4.5,43,1,sunny,0
5.4,50,0,sunny,1
5.4,50,0,sunny,0
5.4,50,0,sunny,1
5.4,50,0,sunny,0
5.4,50,0,sunny,0
5.4,50,0,sunny,0
5.4,50,0,sunny,0
5.5,26,1,sunny,0
5.5,26,1,sunny,0
5.5,26,1,sunny,0
5.5,26,1,sunny,1
5.5,26,1,sunny,0
5.5,26,1,sunny,0
5.5,26,1,sunny,0
5.1,39,1,overcast,0
5.1,39,1,overcast,0
5.1,39,1,overcast,0
5.1,39,1,overcast,1
5.1,39,1,overcast,0
5.1,39,1,overcast,0
5.1,39,1,overcast,0
5.2,50,0,sunny,0
5.2,50,0,sunny,0
5.2,50,0,sunny,0
5.2,50,0,sunny,0
5.2,50,0,sunny,0
5.2,50,0,sunny,0
5.2,50,0,sunny,0
4.2,50,1,sunny,0
4.2,50,1,sunny,0
4.2,50,1,sunny,0
4.2,50,1,sunny,0
4.2,50,1,sunny,1
4.2,50,1,sunny,0
4.2,50,1,sunny,0
3.1,50,1,overcast,0
3.1,50,1,overcast,0
3.1,50,1,overcast,0
3.1,50,1,overcast,0
3.1,50,1,overcast,0
3.1,50,1,overcast,0
3.1,50,1,overcast,0
2.8,50,1,overcast,0
2.8,50,1,overcast,0
2.8,50,1,overcast,0
2.8,50,1,overcast,1
2.8,50,1,overcast,0
2.8,50,1,overcast,0
2.8,50,1,overcast,0
3.8,47,1,overcast,0
3.8,47,1,overcast,0
3.8,47,1,overcast,0
3.8,47,1,overcast,1
3.8,47,1,overcast,0
3.8,47,1,overcast,0
3.8,47,1,overcast,0
6,56,0,sunny,1
6,56,0,sunny,0
6,56,0,sunny,1
6,56,0,sunny,0
6,56,0,sunny,0
6,56,0,sunny,0
6,56,0,sunny,0
8.4,59,0,sunny,1
8.4,59,0,sunny,0
8.4,59,0,sunny,1
8.4,59,0,sunny,0
8.4,59,0,sunny,1
8.4,59,0,sunny,0
8.4,59,0,sunny,0
8.6,54,1,overcast,0
8.6,54,1,overcast,0
8.6,54,1,overcast,0
8.6,54,1,overcast,0
8.6,54,1,overcast,0
8.6,54,1,overcast,0
8.6,54,1,overcast,0
7.5,56,0,sunny,0
7.5,56,0,sunny,0
7.5,56,0,sunny,0
7.5,56,0,sunny,0
7.5,56,0,sunny,0
7.5,56,0,sunny,0
7.5,56,0,sunny,0
6,60,1,rainy,0
6,60,1,rainy,0
6,60,1,rainy,0
6,60,1,rainy,0
6,60,1,rainy,0
6,60,1,rainy,0
6,60,1,rainy,0
3.8,43,1,overcast,0
3.8,43,1,overcast,0
3.8,43,1,overcast,0
3.8,43,1,overcast,1
3.8,43,1,overcast,0
3.8,43,1,overcast,0
3.8,43,1,overcast,0
2.2,52,0,overcast,0
2.2,52,0,overcast,0
2.2,52,0,overcast,1
2.2,52,0,overcast,0
2.2,52,0,overcast,0
2.2,52,0,overcast,0
2.2,52,0,overcast,0
0.2,45,1,snow,0
0.2,45,1,snow,0
0.2,45,1,snow,0
0.2,45,1,snow,0
0.2,45,1,snow,0
0.2,45,1,snow,1
0.2,45,1,snow,0
-0.5,45,1,snow,0
-0.5,45,1,snow,0
-0.5,45,1,snow,0
-0.5,45,1,snow,1
-0.5,45,1,snow,0
-0.5,45,1,snow,1
-0.5,45,1,snow,0
-0.4,71,1,snow,0
-0.4,71,1,snow,1
-0.4,71,1,snow,0
-0.4,71,1,snow,1
-0.4,71,1,snow,1
-0.4,71,1,snow,1
-0.4,71,1,snow,1
0.4,58,1,snow,0
0.4,58,1,snow,0
0.4,58,1,snow,0
0.4,58,1,snow,0
0.4,58,1,snow,0
0.4,58,1,snow,0
0.4,58,1,snow,0
0.6,51,0,snow,0
0.6,51,0,snow,0
0.6,51,0,snow,0
0.6,51,0,snow,0
0.6,51,0,snow,0
0.6,51,0,snow,0
0.6,51,0,snow,0
1.3,52,0,snow,0
1.3,52,0,snow,0
1.3,52,0,snow,0
1.3,52,0,snow,0
1.3,52,0,snow,0
1.3,52,0,snow,1
1.3,52,0,snow,0
1.6,33,1,snow,0
1.6,33,1,snow,0
1.6,33,1,snow,0
1.6,33,1,snow,1
1.6,33,1,snow,0
1.6,33,1,snow,1
1.6,33,1,snow,0
0.2,59,1,overcast,0
0.2,59,1,overcast,1
0.2,59,1,overcast,0
0.2,59,1,overcast,1
0.2,59,1,overcast,0
0.2,59,1,overcast,1
0.2,59,1,overcast,0
-0.6,35,1,sunny,0
-0.6,35,1,sunny,0
-0.6,35,1,sunny,0
-0.6,35,1,sunny,1
-0.6,35,1,sunny,0
-0.6,35,1,sunny,0
-0.6,35,1,sunny,0
-1.1,70,1,snow,0
-1.1,70,1,snow,0
-1.1,70,1,snow,0
-1.1,70,1,snow,0
-1.1,70,1,snow,0
-1.1,70,1,snow,1
-1.1,70,1,snow,0
0.4,50,1,snow,0
0.4,50,1,snow,0
0.4,50,1,snow,0
0.4,50,1,snow,0
0.4,50,1,snow,0
0.4,50,1,snow,1
0.4,50,1,snow,0
3.3,44,1,sunny,0
3.3,44,1,sunny,0
3.3,44,1,sunny,0
3.3,44,1,sunny,0
3.3,44,1,sunny,1
3.3,44,1,sunny,0
3.3,44,1,sunny,0
4.2,64,1,rainy,0
4.2,64,1,rainy,0
4.2,64,1,rainy,0
4.2,64,1,rainy,0
4.2,64,1,rainy,0
4.2,64,1,rainy,0
4.2,64,1,rainy,0
4.1,43,1,overcast,0
4.1,43,1,overcast,0
4.1,43,1,overcast,0
4.1,43,1,overcast,1
4.1,43,1,overcast,0
4.1,43,1,overcast,0
4.1,43,1,overcast,0
3.6,43,1,overcast,0
3.6,43,1,overcast,1
3.6,43,1,overcast,0
3.6,43,1,overcast,1
3.6,43,1,overcast,0
3.6,43,1,overcast,1
3.6,43,1,overcast,0
3,47,1,overcast,0
3,47,1,overcast,0
3,47,1,overcast,0
3,47,1,overcast,1
3,47,1,overcast,0
3,47,1,overcast,0
3,47,1,overcast,0
2.3,46,1,sunny,0
2.3,46,1,sunny,0
2.3,46,1,sunny,0
2.3,46,1,sunny,0
2.3,46,1,sunny,1
2.3,46,1,sunny,0
2.3,46,1,sunny,0
2.3,52,1,overcast,0
2.3,52,1,overcast,0
2.3,52,1,overcast,0
2.3,52,1,overcast,0
2.3,52,1,overcast,0
2.3,52,1,overcast,0
2.3,52,1,overcast,0
1.8,39,1,snow,0
1.8,39,1,snow,0
1.8,39,1,snow,0
1.8,39,1,snow,0
1.8,39,1,snow,0
1.8,39,1,snow,0
1.8,39,1,snow,0
1.3,38,0,snow,0
1.3,38,0,snow,0
1.3,38,0,snow,0
1.3,38,0,snow,0
1.3,38,0,snow,0
1.3,38,0,snow,1
1.3,38,0,snow,0
0.7,53,1,snow,0
0.7,53,1,snow,0
0.7,53,1,snow,0
0.7,53,1,snow,1
0.7,53,1,snow,0
0.7,53,1,snow,1
0.7,53,1,snow,0
0.3,47,0,overcast,1
0.3,47,0,overcast,1
0.3,47,0,overcast,1
0.3,47,0,overcast,1
0.3,47,0,overcast,0
0.3,47,0,overcast,1
0.3,47,0,overcast,0
1.1,37,0,snow,0
1.1,37,0,snow,0
1.1,37,0,snow,0
1.1,37,0,snow,0
1.1,37,0,snow,0
1.1,37,0,snow,1
1.1,37,0,snow,0
4.1,62,0,overcast,0
4.1,62,0,overcast,0
4.1,62,0,overcast,0
4.1,62,0,overcast,0
4.1,62,0,overcast,0
4.1,62,0,overcast,0
4.1,62,0,overcast,0
6,56,0,sunny,0
6,56,0,sunny,0
6,56,0,sunny,0
6,56,0,sunny,0
6,56,0,sunny,1
6,56,0,sunny,0
6,56,0,sunny,0
6.6,60,1,overcast,0
6.6,60,1,overcast,0
6.6,60,1,overcast,0
6.6,60,1,overcast,0
6.6,60,1,overcast,0
6.6,60,1,overcast,0
6.6,60,1,overcast,0
5.4,52,1,sunny,0
5.4,52,1,sunny,0
5.4,52,1,sunny,0
5.4,52,1,sunny,0
5.4,52,1,sunny,1
5.4,52,1,sunny,0
5.4,52,1,sunny,0
3.8,51,0,overcast,1
3.8,51,0,overcast,0
3.8,51,0,overcast,1
3.8,51,0,overcast,0
3.8,51,0,overcast,0
3.8,51,0,overcast,0
3.8,51,0,overcast,0
3.1,47,1,sunny,0
3.1,47,1,sunny,0
3.1,47,1,sunny,0
3.1,47,1,sunny,1
3.1,47,1,sunny,0
3.1,47,1,sunny,0
3.1,47,1,sunny,0
3.2,37,1,overcast,0
3.2,37,1,overcast,1
3.2,37,1,overcast,1
3.2,37,1,overcast,1
3.2,37,1,overcast,0
3.2,37,1,overcast,1
3.2,37,1,overcast,0
4.1,28,0,sunny,1
4.1,28,0,sunny,0
4.1,28,0,sunny,0
4.1,28,0,sunny,0
4.1,28,0,sunny,1
4.1,28,0,sunny,0
4.1,28,0,sunny,0
4.7,52,1,overcast,0
4.7,52,1,overcast,0
4.7,52,1,overcast,0
4.7,52,1,overcast,1
4.7,52,1,overcast,0
4.7,52,1,overcast,0
4.7,52,1,overcast,0
4.9,19,1,overcast,0
4.9,19,1,overcast,0
4.9,19,1,overcast,0
4.9,19,1,overcast,0
4.9,19,1,overcast,0
4.9,19,1,overcast,0
4.9,19,1,overcast,0
5.6,52,0,overcast,0
5.6,52,0,overcast,0
5.6,52,0,overcast,1
5.6,52,0,overcast,0
5.6,52,0,overcast,0
5.6,52,0,overcast,0
5.6,52,0,overcast,0
5.1,37,0,overcast,1
5.1,37,0,overcast,1
5.1,37,0,overcast,1
5.1,37,0,overcast,0
5.1,37,0,overcast,0
5.1,37,0,overcast,0
5.1,37,0,overcast,0
4.8,41,1,sunny,1
4.8,41,1,sunny,0
4.8,41,1,sunny,0
4.8,41,1,sunny,1
4.8,41,1,sunny,1
4.8,41,1,sunny,1
4.8,41,1,sunny,0
4.2,50,1,overcast,0
4.2,50,1,overcast,1
4.2,50,1,overcast,0
4.2,50,1,overcast,1
4.2,50,1,overcast,0
4.2,50,1,overcast,0
4.2,50,1,overcast,0
3.7,68,1,rainy,0
3.7,68,1,rainy,0
3.7,68,1,rainy,0
3.7,68,1,rainy,0
3.7,68,1,rainy,0
3.7,68,1,rainy,0
3.7,68,1,rainy,0
4.2,58,0,sunny,0
4.2,58,0,sunny,0
4.2,58,0,sunny,0
4.2,58,0,sunny,0
4.2,58,0,sunny,1
4.2,58,0,sunny,0
4.2,58,0,sunny,0
4.5,52,1,overcast,0
4.5,52,1,overcast,0
4.5,52,1,overcast,0
4.5,52,1,overcast,0
4.5,52,1,overcast,0
4.5,52,1,overcast,0
4.5,52,1,overcast,0
3.8,36,0,sunny,1
3.8,36,0,sunny,0
3.8,36,0,sunny,1
3.8,36,0,sunny,0
3.8,36,0,sunny,1
3.8,36,0,sunny,0
3.8,36,0,sunny,0
3.5,50,1,overcast,0
3.5,50,1,overcast,0
3.5,50,1,overcast,0
3.5,50,1,overcast,1
3.5,50,1,overcast,0
3.5,50,1,overcast,0
3.5,50,1,overcast,0
3.1,51,1,overcast,0
3.1,51,1,overcast,0
3.1,51,1,overcast,0
3.1,51,1,overcast,1
3.1,51,1,overcast,0
3.1,51,1,overcast,0
3.1,51,1,overcast,0
3.7,62,1,rainy,0
3.7,62,1,rainy,1
3.7,62,1,rainy,0
3.7,62,1,rainy,1
3.7,62,1,rainy,0
3.7,62,1,rainy,0
3.7,62,1,rainy,0
4.6,57,0,overcast,0
4.6,57,0,overcast,0
4.6,57,0,overcast,1
4.6,57,0,overcast,0
4.6,57,0,overcast,0
4.6,57,0,overcast,0
4.6,57,0,overcast,0
4.4,53,1,sunny,0
4.4,53,1,sunny,0
4.4,53,1,sunny,0
4.4,53,1,sunny,0
4.4,53,1,sunny,0
4.4,53,1,sunny,0
4.4,53,1,sunny,0
3.8,61,1,rainy,0
3.8,61,1,rainy,1
3.8,61,1,rainy,0
3.8,61,1,rainy,0
3.8,61,1,rainy,0
3.8,61,1,rainy,0
3.8,61,1,rainy,0
1.9,37,0,snow,0
1.9,37,0,snow,0
1.9,37,0,snow,0
1.9,37,0,snow,0
1.9,37,0,snow,0
1.9,37,0,snow,1
1.9,37,0,snow,0
0.5,33,0,overcast,0
0.5,33,0,overcast,0
0.5,33,0,overcast,1
0.5,33,0,overcast,0
0.5,33,0,overcast,0
0.5,33,0,overcast,0
0.5,33,0,overcast,0
0.1,63,1,sunny,0
0.1,63,1,sunny,0
0.1,63,1,sunny,0
0.1,63,1,sunny,1
0.1,63,1,sunny,0
0.1,63,1,sunny,1
0.1,63,1,sunny,0
1.1,34,0,snow,1
1.1,34,0,snow,0
1.1,34,0,snow,0
1.1,34,0,snow,0
1.1,34,0,snow,0
1.1,34,0,snow,1
1.1,34,0,snow,0
2.7,40,1,overcast,0
2.7,40,1,overcast,0
2.7,40,1,overcast,0
2.7,40,1,overcast,1
2.7,40,1,overcast,0
2.7,40,1,overcast,0
2.7,40,1,overcast,0
3.9,75,0,sunny,0
3.9,75,0,sunny,0
3.9,75,0,sunny,0
3.9,75,0,sunny,0
3.9,75,0,sunny,1
3.9,75,0,sunny,0
3.9,75,0,sunny,1
4.3,64,1,overcast,0
4.3,64,1,overcast,0
4.3,64,1,overcast,0
4.3,64,1,overcast,0
4.3,64,1,overcast,0
4.3,64,1,overcast,0
4.3,64,1,overcast,0
6.2,36,1,sunny,0
6.2,36,1,sunny,0
6.2,36,1,sunny,0
6.2,36,1,sunny,0
6.2,36,1,sunny,0
6.2,36,1,sunny,0
6.2,36,1,sunny,0
6.8,60,1,overcast,0
6.8,60,1,overcast,1
6.8,60,1,overcast,0
6.8,60,1,overcast,1
6.8,60,1,overcast,0
6.8,60,1,overcast,0
6.8,60,1,overcast,0
7.4,61,1,rainy,0
7.4,61,1,rainy,1
7.4,61,1,rainy,0
7.4,61,1,rainy,0
7.4,61,1,rainy,0
7.4,61,1,rainy,0
7.4,61,1,rainy,0
6.2,56,1,overcast,0
6.2,56,1,overcast,1
6.2,56,1,overcast,0
6.2,56,1,overcast,1
6.2,56,1,overcast,0
6.2,56,1,overcast,0
6.2,56,1,overcast,0
4.4,50,1,sunny,0
4.4,50,1,sunny,0
4.4,50,1,sunny,0
4.4,50,1,sunny,0
4.4,50,1,sunny,1
4.4,50,1,sunny,0
4.4,50,1,sunny,0
4.9,43,0,sunny,1
4.9,43,0,sunny,0
4.9,43,0,sunny,1
4.9,43,0,sunny,0
4.9,43,0,sunny,1
4.9,43,0,sunny,0
4.9,43,0,sunny,0
5.9,66,0,overcast,0
5.9,66,0,overcast,0
5.9,66,0,overcast,0
5.9,66,0,overcast,0
5.9,66,0,overcast,1
5.9,66,0,overcast,0
5.9,66,0,overcast,0
